ref_key	running_id	citation	type	authors	year	title	links	sec	data_type	data_subtype	pattern_type	pattern_subtype	alg_name	algorithm	encoding	notes	mentions	html_ref	bib_string	flnk
bloem_tutorial_2018	26	Bloem and de Rooij (2018)	arxiv	Peter Bloem and Steven de Rooij	2018	A tutorial on MDL hypothesis testing for graph analysis	<a href='https://arxiv.org/abs/1810.13163'>arXiv:1810.13163</a>	6.5	graphs	undirected, unlabelled	substructure	subgraphs				ArXiv early version of <rkey>bloem_large-scale_2020</rkey>.	p.30:6.5,p.29,p.30	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Bloem, Peter and Steven de&nbsp;Rooij</span> (<span class='bib-block bib-when'>2018</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>A tutorial on <span class='bibtex-protected'>MDL</span> hypothesis testing for graph analysis.</span>
<span class='bib-block bib-lnks'><a href='https://arxiv.org/abs/1810.13163'>arXiv:1810.13163</a>.</span></span>"	"@misc{bloem_tutorial_2018,
    author = {Bloem, Peter and de Rooij, Steven},
    title = {A tutorial on {MDL} hypothesis testing for graph analysis},
    eprinttype = {arxiv},
    eprint = {1810.13163},
    year = {2018}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/BloemdR18.pdf", "pdf")
liu_reducing_2018	104	Liu, Safavi, Shah, and Koutra (2018)	article	Yike Liu, Tara Safavi, Neil Shah, and Danai Koutra	2018	Reducing large graphs to small supergraphs: a unified approach	<a href='https://doi.org/10.1007/s13278-018-0491-4'>doi:10.1007/s13278-018-0491-4</a>	6.5	graphs	undirected, unlabelled	substructure	subgraphs summary	<alg>CondeNSe</alg> ‘Conditional Diversified Network Summarization’			Addressing some of the shortcomings of <alg>VoG</alg>, such as bias towards star structures, inability to exploit edge overlaps, and dependency on candidate order.	p.30:6.5,p.29,p.30	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Liu, Yike, Tara Safavi, Neil Shah, et al.</span> (<span class='bib-block bib-when'>2018</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Reducing large graphs to small supergraphs: a unified approach.</span>
<em>Social Network Analysis and Mining</em>, 8(1):17.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1007/s13278-018-0491-4'>doi:10.1007/s13278-018-0491-4</a>.</span></span>"	"@article{liu_reducing_2018,
    author = {Liu, Yike and Safavi, Tara and Shah, Neil and Koutra, Danai},
    title = {Reducing large graphs to small supergraphs: a unified approach},
    volume = {8},
    doi = {10.1007/s13278-018-0491-4},
    pages = {17},
    number = {1},
    journal = {Social Network Analysis and Mining},
    year = {2018}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/LiuSSK18.pdf", "pdf")
bariatti_graphmdl_2020	12	Bariatti, Cellier, and Ferré (2020b)	inproceedings	Francesco Bariatti, Peggy Cellier, and Sébastien Ferré	2020	GraphMDL: graph pattern selection based on minimum description length	<a href='https://doi.org/10.1007/978-3-030-44584-3_5'>doi:10.1007/978-3-030-44584-3_5</a>	6.5	graphs	undirected, node labels, edge labels	substructure	subgraphs summary	<alg>GraphMDL</alg>	Mines candidate subgraphs, then filters them.	universal code for integers, indices over canonically ordered enumerations	Decomposing a graph into basic primitives. Removing the limitation to predefined primitives.	p.30:6.5,p.26:Figure 8,p.25,p.29,p.30	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Bariatti, Francesco, Peggy Cellier, and S<span class='bibtex-protected'>é</span>bastien Ferr<span class='bibtex-protected'>é</span></span> (<span class='bib-block bib-when'>2020</span>b)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'><span class='bibtex-protected'>GraphMDL</span>: graph pattern selection based on minimum description length.</span>
In <em>Proceedings of the 18th International Symposium on Advances in Intelligent Data Analysis, <span class='bibtex-protected'>IDA</span>'20</em>, 54–66. Springer.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1007/978-3-030-44584-3_5'>doi:10.1007/978-3-030-44584-3_5</a>.</span></span>"	"@inproceedings{bariatti_graphmdl_2020,
    author = {Bariatti, Francesco and Cellier, Peggy and Ferr\'{e}, S\'{e}bastien},
    title = {{GraphMDL}: Graph Pattern Selection Based on Minimum Description Length},
    doi = {10.1007/978-3-030-44584-3_5},
    pages = {54--66},
    booktitle = {Proceedings of the 18th International Symposium on Advances in Intelligent Data Analysis, {IDA}'20},
    publisher = {Springer},
    year = {2020}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/BariattiCF20.pdf", "pdf")
bariatti_graphmdlviz_2020	11	Bariatti, Cellier, and Ferré (2020a)	inproceedings	Francesco Bariatti, Peggy Cellier, and Sébastien Ferré	2020	GraphMDL visualizer: interactive visualization of graph patterns	URL: <a href='https://hal.inria.fr/hal-03142207'>https://hal.inria.fr/hal-03142207</a>	6.5	graphs	undirected, node labels, edge labels	substructure	subgraphs summary				Proposing an interactive tool to visualise the graph patterns obtained with <alg>GraphMDL</alg>.	p.30:6.5,p.29,p.30	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Bariatti, Francesco, Peggy Cellier, and Sébastien Ferré</span> (<span class='bib-block bib-when'>2020</span>a)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'><span class='bibtex-protected'>GraphMDL</span> visualizer: interactive visualization of graph patterns.</span>
In <em>Proceedings of the Graph Embedding and Mining Workshop <span class='bibtex-protected'>GEM</span>@<span class='bibtex-protected'>ECML</span>/<span class='bibtex-protected'>PKDD</span>'20</em>.
<span class='bib-block bib-lnks'>URL: <a href='https://hal.inria.fr/hal-03142207'>https://hal.inria.fr/hal-03142207</a>.</span></span>"	"@inproceedings{bariatti_graphmdlviz_2020,
    author = {Bariatti, Francesco and Cellier, Peggy and Ferré, Sébastien},
    title = {{GraphMDL} Visualizer: Interactive Visualization of Graph Patterns},
    url = {https://hal.inria.fr/hal-03142207},
    booktitle = {Proceedings of the Graph Embedding and Mining Workshop {GEM}@{ECML}/{PKDD}'20},
    year = {2020}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/BariattiCF20_visu.pdf", "pdf")
belth_what_2020	16	Belth, Zheng, Vreeken, and Koutra (2020)	inproceedings	Caleb Belth, Xinyi Zheng, Jilles Vreeken, and Danai Koutra	2020	What is normal, what is strange, and what is missing in a knowledge graph: unified characterization via inductive summarization	<a href='https://doi.org/10.1145/3366423.3380189'>doi:10.1145/3366423.3380189</a>	6.5	graphs	directed, typed nodes, typed edges	substructure	relational rules	<alg>KGist</alg> ‘Knowledge Graph Inductive SummarizaTion’			Learning relational rules to summarise <app>knowledge graphs</app>. <app>Semantic Web</app>	p.30:6.5,p.30	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Belth, Caleb et al.</span> (<span class='bib-block bib-when'>2020</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>What is normal, what is strange, and what is missing in a knowledge graph: unified characterization via inductive summarization.</span>
In <em>Proceedings of The Web Conference, <span class='bibtex-protected'>WWW</span>'20</em>, 1115–1126. <span class='bibtex-protected'>ACM</span>.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1145/3366423.3380189'>doi:10.1145/3366423.3380189</a>.</span></span>"	"@inproceedings{belth_what_2020,
    author = {Belth, Caleb and Zheng, Xinyi and Vreeken, Jilles and Koutra, Danai},
    title = {What is Normal, What is Strange, and What is Missing in a Knowledge Graph: Unified Characterization via Inductive Summarization},
    doi = {10.1145/3366423.3380189},
    pages = {1115--1126},
    booktitle = {Proceedings of The Web Conference, {WWW}'20},
    publisher = {{ACM}},
    year = {2020}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/BelthZVK20.pdf", "pdf")
bloem_large-scale_2020	27	Bloem and de Rooij (2020)	article	Peter Bloem and Steven de Rooij	2020	Large-scale network motif analysis using compression	<a href='https://doi.org/10.1007/s10618-020-00691-y'>doi:10.1007/s10618-020-00691-y</a>	6.5	graphs	undirected, unlabelled	substructure	subgraphs			universal code for integers, indices over canonically ordered enumerations, prequential	Evaluating the statistical significance of the presence of subgraphs. <task>Network motif analysis</task>. <task>Statistical hypothesis testing</task>. Journal version of <rkey>bloem_tutorial_2018</rkey>.	p.30:6.5,p.29,p.30,p.39	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Bloem, Peter and Steven de&nbsp;Rooij</span> (<span class='bib-block bib-when'>2020</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Large-scale network motif analysis using compression.</span>
<em>Data Mining and Knowledge Discovery</em>, 34(5):1421–1453.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1007/s10618-020-00691-y'>doi:10.1007/s10618-020-00691-y</a>.</span></span>"	"@article{bloem_large-scale_2020,
    author = {Bloem, Peter and de Rooij, Steven},
    title = {Large-scale network motif analysis using compression},
    volume = {34},
    doi = {10.1007/s10618-020-00691-y},
    pages = {1421--1453},
    number = {5},
    journal = {Data Mining and Knowledge Discovery},
    year = {2020}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/BloemdR20.pdf", "pdf")
bariatti_graphmdl_2021	13	Bariatti, Cellier, and Ferré (2021)	inproceedings	Francesco Bariatti, Peggy Cellier, and Sébastien Ferré	2021	GraphMDL+: interleaving the generation and MDL-based selection of graph patterns	<a href='https://doi.org/10.1145/3412841.3441917'>doi:10.1145/3412841.3441917</a>	6.5	graphs	undirected, unlabelled	substructure	subgraphs summary	<alg>GraphMDL+</alg>	Replaces <alg>GraphMDL</alg>’s pre-mined list of candidates by on-the-fly candidate generation. Bottom-up, anytime algorithm.		Building on <alg>GraphMDL</alg>.	p.30:6.5,p.29,p.30	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Bariatti, Francesco, Peggy Cellier, and S<span class='bibtex-protected'>é</span>bastien Ferr<span class='bibtex-protected'>é</span></span> (<span class='bib-block bib-when'>2021</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'><span class='bibtex-protected'>GraphMDL</span>+: interleaving the generation and <span class='bibtex-protected'>MDL</span>-based selection of graph patterns.</span>
In <em>Proceedings of the 36th Annual <span class='bibtex-protected'>ACM</span> Symposium on Applied Computing, <span class='bibtex-protected'>SAC</span>'21</em>, 355–363. \pubACM .
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1145/3412841.3441917'>doi:10.1145/3412841.3441917</a>.</span></span>"	"@inproceedings{bariatti_graphmdl_2021,
    author = {Bariatti, Francesco and Cellier, Peggy and Ferr\'{e}, S\'{e}bastien},
    title = {{GraphMDL}+: interleaving the generation and {MDL}-based selection of graph patterns},
    doi = {10.1145/3412841.3441917},
    pages = {355--363},
    booktitle = {Proceedings of the 36th Annual {ACM} Symposium on Applied Computing, {SAC}'21},
    publisher = {\pubACM},
    year = {2021}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/BariattiCF21.pdf", "pdf")
bariatti_mining_2021	10	Bariatti (2021)	phdthesis	Francesco Bariatti	2021	Mining Tractable Sets of Graph Patterns with the Minimum Description Length Principle	URL: <a href='https://hal.inria.fr/tel-03523742'>https://hal.inria.fr/tel-03523742</a>	6.5	graphs	undirected, node labels, edge labels	substructure	subgraphs summary				Doctoral dissertation based on <rkey>bariatti_graphmdl_2020</rkey>, <rkey>bariatti_graphmdlviz_2020</rkey> and <rkey>bariatti_graphmdl_2021</rkey>. 	p.30:6.5,p.29,p.30	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Bariatti, Francesco</span> (<span class='bib-block bib-when'>2021</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'><em>Mining Tractable Sets of Graph Patterns with the Minimum Description Length Principle</em>.</span>
PhD thesis, Universit<span class='bibtex-protected'>é</span> de Rennes 1.
<span class='bib-block bib-lnks'>URL: <a href='https://hal.inria.fr/tel-03523742'>https://hal.inria.fr/tel-03523742</a>.</span></span>"	"@thesis{bariatti_mining_2021,
    author = {Bariatti, Francesco},
    title = {Mining Tractable Sets of Graph Patterns with the Minimum Description Length Principle},
    school = {Universit\'{e} de Rennes 1},
    type = {phdthesis},
    year = {2021},
    url = {https://hal.inria.fr/tel-03523742}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/BariattiPHD21.pdf", "pdf")
coupette_graph_2021	39	Coupette and Vreeken (2021)	inproceedings	Corinna Coupette and Jilles Vreeken	2021	Graph similarity description: how are these graphs similar?		6.5	graphs	undirected, unlabelled	substructure	subgraphs summary	<alg>Momo</alg> ‘Model of models’, <alg>Beppo</alg>, <alg>Gigi</alg>	Obtains summaries based on basic global primitives for each graph separately ( <alg>Beppo</alg>, graph summarisation), then looks for shared structures (<alg>Gigi</alg>, model alignment).	Shannon-Fano, universal code for integers, indices over canonically ordered enumerations	<task>Characterizing the differences</task> and similarities between graphs. Akin to <alg>DiffNorm</alg>. 	p.30:6.5,p.29,p.30	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Coupette, Corinna and Jilles Vreeken</span> (<span class='bib-block bib-when'>2021</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Graph similarity description: how are these graphs similar?</span>
In <em>Proceedings of the 27th <span class='bibtex-protected'>ACM</span> <span class='bibtex-protected'>SIGKDD</span> International Conference on Knowledge Discovery and Data Mining, <span class='bibtex-protected'>KDD</span>'21</em>. \pubACM .</span>"	"@inproceedings{coupette_graph_2021,
    author = {Coupette, Corinna and Vreeken, Jilles},
    title = {Graph Similarity Description: How Are These Graphs Similar?},
    booktitle = {Proceedings of the 27th {ACM} {SIGKDD} International Conference on Knowledge Discovery and Data Mining, {KDD}'21},
    publisher = {\pubACM},
    year = {2021}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/CoupetteV21.pdf", "pdf")
shah_timecrunch_2015	153	Shah et al. (2015)	inproceedings	Neil Shah, Danai Koutra, Tianmin Zou, Brian Gallagher, and Christos Faloutsos	2015	TimeCrunch: interpretable dynamic graph summarization	<a href='https://doi.org/10.1145/2783258.2783321'>doi:10.1145/2783258.2783321</a>	6.6	graphs	dynamic, undirected, unlabelled	substructure	time-evolving subgraphs summary				Conference version, extended to <rkey>shah_summarizing_2017</rkey>.	p.31:6.6,p.30,p.31	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Shah, Neil, Danai Koutra, Tianmin Zou, et al.</span> (<span class='bib-block bib-when'>2015</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'><span class='bibtex-protected'>TimeCrunch</span>: interpretable dynamic graph summarization.</span>
In <em>Proceedings of the 21th <span class='bibtex-protected'>ACM</span> <span class='bibtex-protected'>SIGKDD</span> International Conference on Knowledge Discovery and Data Mining, <span class='bibtex-protected'>KDD</span>'15</em>, 1055–1064. <span class='bibtex-protected'>ACM</span>.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1145/2783258.2783321'>doi:10.1145/2783258.2783321</a>.</span></span>"	"@inproceedings{shah_timecrunch_2015,
    author = {Shah, Neil and Koutra, Danai and Zou, Tianmin and Gallagher, Brian and Faloutsos, Christos},
    title = {{TimeCrunch}: Interpretable Dynamic Graph Summarization},
    doi = {10.1145/2783258.2783321},
    pages = {1055--1064},
    booktitle = {Proceedings of the 21th {ACM} {SIGKDD} International Conference on Knowledge Discovery and Data Mining, {KDD}'15},
    publisher = {{ACM}},
    year = {2015}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/ShahKZGF15.pdf", "pdf")
